"","country","year","region","continent","population","infant_mortality","fertility","gdp","life_expectancy"
"8814","Nepal",2007,"Southern Asia","Asia",26063619,42,3.05,6938460637,68.1
"8815","Netherlands",2007,"Western Europe","Europe",16463031,4.2,1.72,441791696641,80.2
"8817","New Zealand",2007,"Australia and New Zealand","Oceania",4238021,5.3,2.11,65084119224,80.1
"8818","Nicaragua",2007,"Central America","Americas",5522119,24.4,2.76,4962899553,76.8
"8819","Niger",2007,"Western Africa","Africa",14527631,75.2,7.59,2390580714,57.3
"8820","Nigeria",2007,"Western Africa","Africa",147152502,90.3,6.02,69980375057,58.3
"8821","Norway",2007,"Northern Europe","Europe",4716584,3,1.9,197333337247,80.6
"8822","Oman",2007,"Western Asia","Asia",2593750,10.4,2.89,26616587658,76
"8823","Pakistan",2007,"Southern Asia","Asia",159767672,77.4,3.65,105879697772,63.8
"8824","Panama",2007,"Central America","Americas",3438398,18.5,2.64,17459415719,77.3
"8825","Papua New Guinea",2007,"Melanesia","Oceania",6387470,53.8,4.12,4198261746,58.2
"8826","Paraguay",2007,"South America","Americas",5966160,22.4,3.12,8937744399,74
"8827","Peru",2007,"South America","Americas",28292768,19,2.61,76775759558,77.9
"8828","Philippines",2007,"South-Eastern Asia","Asia",88965508,26.4,3.33,113782759189,69.7
"8829","Poland",2007,"Eastern Europe","Europe",38500356,6,1.31,226149246712,75.2
"8830","Portugal",2007,"Southern Europe","Europe",10550695,3.3,1.37,126939300662,79.2
"8832","Qatar",2007,"Western Asia","Asia",1178955,8.4,2.3,37023885131,77.3
"8833","Romania",2007,"Eastern Europe","Europe",20979708,15.3,1.33,55926979218,73.3
"8834","Russia",2007,"Eastern Europe","Europe",143180249,12.4,1.41,410505209128,67.7
"8835","Rwanda",2007,"Eastern Africa","Africa",9481083,56.8,5.17,2887905190,63.1
"8836","St. Lucia",2007,"Caribbean","Americas",170146,14.6,2.02,849688217.9,73.7
"8837","St. Vincent and the Grenadines",2007,"Caribbean","Americas",109049,19.2,2.13,534605272.2,70.8
"8838","Samoa",2007,"Polynesia","Oceania",182238,16.2,4.45,341011349.5,72.1
"8839","Saudi Arabia",2007,"Western Asia","Asia",26083522,16,3.05,238833567253,78.2
"8840","Senegal",2007,"Western Africa","Africa",11897230,51.9,5.14,6334999295,63
"8841","Serbia",2007,"Southern Europe","Europe",9130353,7.1,1.42,8613915655,74
"8842","Seychelles",2007,"Eastern Africa","Africa",90841,12.2,2.28,715953695.9,72.6
"8843","Sierra Leone",2007,"Western Africa","Africa",5391108,120.5,5.23,1377335079,53
"8844","Singapore",2007,"South-Eastern Asia","Asia",4732785,2.3,1.29,143379969740,80.4
"8845","Slovak Republic",2007,"Eastern Europe","Europe",5391728,7.8,1.29,43690611893,74.6
"8846","Slovenia",2007,"Southern Europe","Europe",2017452,3.2,1.4,26998265242,78.2
"8847","Solomon Islands",2007,"Melanesia","Oceania",492075,27.6,4.41,542633559.7,61.9
"8848","South Africa",2007,"Southern Africa","Africa",49693580,48.6,2.58,178749049657,53
"8849","Spain",2007,"Southern Europe","Europe",45209538,4.4,1.4,733820614902,80.8
"8850","Sri Lanka",2007,"Southern Asia","Asia",19813816,10.7,2.31,22811733077,74.4
"8851","Sudan",2007,"Northern Africa","Africa",33637960,57.1,4.87,19669066108,65.3
"8852","Suriname",2007,"South America","Americas",500953,24.3,2.44,1285842040,70.1
"8853","Swaziland",2007,"Southern Africa","Africa",1134853,74.7,3.76,1809106613,44.3
"8854","Sweden",2007,"Northern Europe","Europe",9153316,2.7,1.89,304258796391,80.9
"8855","Switzerland",2007,"Western Europe","Europe",7560141,4.1,1.46,286450319616,81.7
"8856","Syria",2007,"Western Asia","Asia",19425597,14.8,3.24,27291015420,75.9
"8857","Tajikistan",2007,"Central Asia","Asia",7099021,49.2,3.67,1430152675,69.2
"8858","Tanzania",2007,"Eastern Africa","Africa",41522004,51.5,5.59,16374822018,59.1
"8859","Thailand",2007,"South-Eastern Asia","Asia",66353572,14,1.5,173743467322,73.8
"8860","Timor-Leste",2007,"South-Eastern Asia","Asia",1021235,60.7,6.59,339579440.6,69.2
"8861","Togo",2007,"Western Africa","Africa",5890414,64.1,4.92,1455997069,57.5
"8862","Tonga",2007,"Polynesia","Oceania",102169,14.5,4.06,206383106.8,70.2
"8863","Trinidad and Tobago",2007,"Caribbean","Americas",1309260,22.8,1.79,14204236402,71.5
"8864","Tunisia",2007,"Northern Africa","Africa",10298717,17.5,2.04,29877676522,76.6
"8865","Turkey",2007,"Western Asia","Asia",69515492,20.2,2.17,372619233720,77.4
"8866","Turkmenistan",2007,"Central Asia","Asia",4858235,54.7,2.52,7823776232,66.8
"8867","Uganda",2007,"Eastern Africa","Africa",29991958,59.2,6.43,10287107994,55.3
"8868","Ukraine",2007,"Eastern Europe","Europe",46249196,11.6,1.35,52367654045,67.6
"8869","United Arab Emirates",2007,"Western Asia","Asia",6010100,8,2,153663846360,75.6
"8870","United Kingdom",2007,"Northern Europe","Europe",61151820,4.9,1.84,1806906922656,79.5
"8871","United States",2007,"Northern America","Americas",301655953,6.6,2.12,11660926745593,78.1
"8872","Uruguay",2007,"South America","Americas",3339750,11.5,2.12,25544963828,75.7
"8873","Uzbekistan",2007,"Central Asia","Asia",26586701,43.3,2.47,21038382787,69.2
"8874","Vanuatu",2007,"Melanesia","Oceania",219956,23.6,3.68,327382425.3,63.2
"8875","Venezuela",2007,"South America","Americas",27670659,15,2.56,158786565932,74.4
"8877","Vietnam",2007,"South-Eastern Asia","Asia",85770717,21.4,1.88,52550385537,73.8
"8878","Yemen",2007,"Western Asia","Asia",21701105,49.4,5.01,12624992174,65.2
"8879","Zambia",2007,"Eastern Africa","Africa",12738676,61.3,5.91,4617450196,49
"8880","Zimbabwe",2007,"Eastern Africa","Africa",13297798,59.9,3.9,4239315809,46.4
"8881","Albania",2008,"Southern Europe","Europe",2968026,16,1.76,5740574515,76.8
"8882","Algeria",2008,"Northern Africa","Africa",34811059,25.3,2.73,74839230786,75.5
"8883","Angola",2008,"Middle Africa","Africa",19842251,114.7,6.43,24669478552,56.7
"8884","Antigua and Barbuda",2008,"Caribbean","Americas",85350,8.8,2.16,1024206417,75.5
"8885","Argentina",2008,"South America","Americas",40381860,13.7,2.24,394594682115,75.4
"8886","Armenia",2008,"Western Asia","Asia",2975029,17.9,1.4,4680316716,72.3
"8888","Australia",2008,"Australia and New Zealand","Oceania",21370348,4.4,1.96,542761040949,81.6
"8889","Austria",2008,"Western Europe","Europe",8331465,3.8,1.41,227557455520,80.4
"8890","Azerbaijan",2008,"Western Asia","Asia",8868713,37.3,1.99,18499278246,69.2
"8891","Bahamas",2008,"Caribbean","Americas",348587,11.9,1.89,6977385178,72.2
"8892","Bahrain",2008,"Western Asia","Asia",1115777,8.1,2.23,13159972968,77.6
"8893","Bangladesh",2008,"Southern Asia","Asia",148252473,43.6,2.38,73983829245,68.3
"8894","Barbados",2008,"Caribbean","Americas",277315,14.2,1.83,2662289725,75.3
"8895","Belarus",2008,"Eastern Europe","Europe",9526453,5.6,1.42,24103693966,70
"8896","Belgium",2008,"Western Europe","Europe",10779155,3.8,1.82,268825324878,79.6
"8897","Belize",2008,"Central America","Americas",306165,17.2,2.91,1187100524,70.7
"8898","Benin",2008,"Western Africa","Africa",8973525,73.7,5.27,3121014404,59.7
"8899","Bhutan",2008,"Southern Asia","Asia",694990,38.2,2.51,838356460,70.7
"8900","Bolivia",2008,"South America","Americas",9599916,40.2,3.48,11373495913,71.2
"8901","Bosnia and Herzegovina",2008,"Southern Europe","Europe",3839749,7,1.22,8388323119,77.5
"8902","Botswana",2008,"Southern Africa","Africa",1967866,45.3,2.86,8255372642,53.2
"8903","Brazil",2008,"South America","Americas",194769696,16.2,1.9,857885609996,73.2
"8904","Brunei",2008,"South-Eastern Asia","Asia",380786,7.4,2.1,6817818067,76.9
"8905","Bulgaria",2008,"Eastern Europe","Europe",7513646,11.8,1.43,20285749709,73.2
"8906","Burkina Faso",2008,"Western Africa","Africa",14709011,75.8,6.04,4191056891,58
"8907","Burundi",2008,"Eastern Africa","Africa",8821795,69.3,6.48,1079207715,59.1
"8908","Cambodia",2008,"South-Eastern Asia","Asia",13933660,43.3,3.05,7438427180,66.1
"8909","Cameroon",2008,"Middle Africa","Africa",19570418,70.8,5.17,13287179562,56.6
"8910","Canada",2008,"Northern America","Americas",33363256,5,1.68,869687235058,80.8
"8911","Cape Verde",2008,"Western Africa","Africa",483824,23.6,2.57,890437200,70.4
"8912","Central African Republic",2008,"Middle Africa","Africa",4280405,105.5,4.81,1003389633,46.8
"8913","Chad",2008,"Middle Africa","Africa",11139740,96.7,6.81,3017944723,54.3
"8914","Chile",2008,"South America","Americas",16645940,7.6,1.89,104806280194,78.5
"8915","China",2008,"Eastern Asia","Asia",1326690636,15.8,1.53,2692513596728,73.4
"8916","Colombia",2008,"South America","Americas",44901660,16.9,2.43,141593861545,76.2
"8917","Comoros",2008,"Eastern Africa","Africa",665414,66.4,5.05,237840250.7,67.1
"8918","Congo, Dem. Rep.",2008,"Middle Africa","Africa",61809278,89.2,6.45,6316453096,57.5
"8919","Congo, Rep.",2008,"Middle Africa","Africa",3832771,49,5.1,4335494474,58.8
"8920","Costa Rica",2008,"Central America","Americas",4429506,8.9,1.91,23497907525,79.8
"8921","Cote d'Ivoire",2008,"Western Africa","Africa",19261647,81.3,4.91,10916239584,55.4
"8922","Croatia",2008,"Southern Europe","Europe",4344151,5,1.43,30147225799,76.2
"8923","Cuba",2008,"Caribbean","Americas",11290239,4.7,1.5,48873320833,77.6
"8924","Cyprus",2008,"Western Asia","Asia",1077010,3.3,1.49,12388312912,80
"8925","Czech Republic",2008,"Eastern Europe","Europe",10397984,3.8,1.43,83832217961,77.1
"8926","Denmark",2008,"Northern Europe","Europe",5495302,3.6,1.89,177554383049,78.9
"8927","Djibouti",2008,"Eastern Africa","Africa",809639,65.7,3.76,743620824.3,61.8
"8928","Dominican Republic",2008,"Caribbean","Americas",9636491,28.7,2.65,36059049713,74.1
"8929","Ecuador",2008,"South America","Americas",14447600,22.5,2.73,24044518482,74.7
"8930","Egypt",2008,"Northern Africa","Africa",78976122,26.1,2.95,145591924088,70.2
"8931","El Salvador",2008,"Central America","Americas",6004199,18.4,2.32,16120541019,73.7
"8932","Equatorial Guinea",2008,"Middle Africa","Africa",686223,83.7,5.31,5697997258,57.5
"8933","Eritrea",2008,"Eastern Africa","Africa",4500638,42.1,5.16,726337662.3,60.1
"8934","Estonia",2008,"Northern Europe","Europe",1339941,4.4,1.62,9140619358,74.2
"8935","Ethiopia",2008,"Eastern Africa","Africa",83079608,57.1,5.19,15292022591,60
"8936","Fiji",2008,"Melanesia","Oceania",843206,20.3,2.74,1936934580,64.9
"8937","Finland",2008,"Northern Europe","Europe",5314170,2.7,1.85,152970333518,79.6
"8938","France",2008,"Western Europe","Europe",62309529,3.5,1.97,1504107370104,81.1
"8940","Gabon",2008,"Middle Africa","Africa",1473741,45.7,4.28,6035623996,61.7
"8941","Gambia",2008,"Western Africa","Africa",1586749,53.6,5.8,1075628982,65.7
"8942","Georgia",2008,"Western Asia","Asia",4343290,17.2,1.79,5475261546,71.8
"8943","Germany",2008,"Western Europe","Europe",80665906,3.6,1.37,2103666875608,80
"8944","Ghana",2008,"Western Africa","Africa",23115919,53.1,4.19,7816530776,62
"8945","Greece",2008,"Southern Europe","Europe",11161755,4.3,1.46,164598016076,80.2
"8947","Grenada",2008,"Caribbean","Americas",103934,12,2.28,614414707.2,70.8
"8948","Guatemala",2008,"Central America","Americas",14106687,30.2,4.12,25907634307,71.2
"8949","Guinea",2008,"Western Africa","Africa",10427356,76.3,5.34,5404776604,57.1
"8950","Guinea-Bissau",2008,"Western Africa","Africa",1561293,79.9,5.25,229323638.9,53.6
"8951","Guyana",2008,"South America","Americas",748096,33.8,2.74,847007094.8,65
"8952","Haiti",2008,"Caribbean","Americas",9705130,61.3,3.5,3799503074,61
"8953","Honduras",2008,"Central America","Americas",7259470,22.3,3.27,10520914743,71.8
"8955","Hungary",2008,"Eastern Europe","Europe",10050699,6.2,1.33,59698693168,73.9
"8956","Iceland",2008,"Northern Europe","Europe",310033,2.1,2.12,12048292689,82.4
"8957","India",2008,"Southern Asia","Asia",1197070109,50,2.64,820830424070,64.7
"8958","Indonesia",2008,"South-Eastern Asia","Asia",235360765,29.7,2.48,247270439238,69.4
"8959","Iran",2008,"Southern Asia","Asia",72530693,18.3,1.88,155294054014,73.1
"8960","Iraq",2008,"Western Asia","Asia",29163327,31.2,4.34,22443334374,66.6
"8961","Ireland",2008,"Northern Europe","Europe",4480145,3.8,2,133347535203,80.1
"8962","Israel",2008,"Western Asia","Asia",7093808,3.9,2.92,160363153467,80.6
"8963","Italy",2008,"Southern Europe","Europe",59319234,3.5,1.39,1190867198487,81.5
"8964","Jamaica",2008,"Caribbean","Americas",2717344,16.2,2.39,10121988641,75.1
"8965","Japan",2008,"Eastern Asia","Asia",127317900,2.5,1.34,5163457616712,82.5
"8966","Jordan",2008,"Western Asia","Asia",6010035,18.8,3.59,14453260027,76.9
"8967","Kazakhstan",2008,"Central Asia","Asia",15915966,23,2.51,37305454672,67.1
"8968","Kenya",2008,"Eastern Africa","Africa",38244442,46.2,4.76,17526052449,60.8
"8969","Kiribati",2008,"Micronesia","Oceania",98437,49.3,3.13,75173029.04,61.5
"8970","South Korea",2008,"Eastern Asia","Asia",48509842,3.9,1.23,751359801125,79.8
"8971","Kuwait",2008,"Western Asia","Asia",2705290,9.7,2.68,64493883523,77.3
"8972","Kyrgyz Republic",2008,"Central Asia","Asia",5301038,30.1,2.82,2000825963,67.3
"8973","Lao",2008,"South-Eastern Asia","Asia",6045439,63.2,3.43,2952572233,62.5
"8974","Latvia",2008,"Northern Europe","Europe",2144215,9.1,1.5,13722705688,72.4
"8975","Lebanon",2008,"Western Asia","Asia",4109389,9.7,1.57,24564306468,77.8
"8976","Lesotho",2008,"Southern Africa","Africa",1972194,84.5,3.34,990722465.9,44.5
"8977","Liberia",2008,"Western Africa","Africa",3672782,72.5,5.19,834546393.2,59.9
"8978","Libya",2008,"Northern Africa","Africa",6123022,16.1,2.64,48368325616,75.6
"8979","Lithuania",2008,"Northern Europe","Europe",3219802,6.7,1.42,20287746250,72.1
"8980","Luxembourg",2008,"Western Europe","Europe",485079,2.2,1.63,27270323848,81
"8982","Macedonia, FYR",2008,"Southern Europe","Europe",2055266,10.4,1.47,4536485007,74.5
"8983","Madagascar",2008,"Eastern Africa","Africa",19926798,45.7,4.79,5186794028,62.2
"8984","Malawi",2008,"Eastern Africa","Africa",13904671,61.7,5.78,2375260856,52.4
"8985","Malaysia",2008,"South-Eastern Asia","Asia",27197419,6.9,2.05,139653485881,74.5
"8986","Maldives",2008,"Southern Asia","Asia",321026,13.7,2.38,1212071918,78.5
"8987","Mali",2008,"Western Africa","Africa",14223403,87.5,6.82,3798680051,58.5
"8988","Malta",2008,"Southern Europe","Europe",406392,5.8,1.38,4602421382,80.7
"8989","Mauritania",2008,"Western Africa","Africa",3414552,72.1,4.94,2028435535,67.9
"8990","Mauritius",2008,"Eastern Africa","Africa",1238013,13.9,1.58,6185513728,72.9
"8991","Mexico",2008,"Central America","Americas",114972821,15.4,2.35,699939486221,75.4
"8992","Micronesia, Fed. Sts.",2008,"Micronesia","Oceania",104472,34.7,3.59,229491005.2,68
"8993","Moldova",2008,"Eastern Europe","Europe",4111168,15.2,1.49,2111088030,70.4
"8994","Mongolia",2008,"Eastern Asia","Asia",2629666,28.6,2.37,2028460486,64.8
"8995","Montenegro",2008,"Southern Europe","Europe",619740,7.4,1.72,1453085123,76
"8996","Morocco",2008,"Northern Africa","Africa",31350544,30.7,2.44,55158232262,73.3
"8997","Mozambique",2008,"Eastern Africa","Africa",22994867,78,5.54,7900511175,54
"8998","Namibia",2008,"Southern Africa","Africa",2115703,41.3,3.36,5799458892,59.1
"8999","Nepal",2008,"Southern Asia","Asia",26325183,40,2.9,7362028621,68.4
"9000","Netherlands",2008,"Western Europe","Europe",16519862,4,1.77,449761878488,80.3
"9002","New Zealand",2008,"Australia and New Zealand","Oceania",4285380,5.3,2.12,64081242758,80.3
"9003","Nicaragua",2008,"Central America","Americas",5594524,23.5,2.72,5099835101,77
"9004","Niger",2008,"Western Africa","Africa",15085130,71.9,7.59,2598561236,58
"9005","Nigeria",2008,"Western Africa","Africa",151115683,87.3,6.02,74179197560,59.2
"9006","Norway",2008,"Northern Europe","Europe",4771633,2.9,1.96,197402589382,80.8
"9007","Oman",2008,"Western Asia","Asia",2652281,10.2,2.89,30023510878,76.2
"9008","Pakistan",2008,"Southern Asia","Asia",163096985,76.1,3.58,107569517452,64.1
"9009","Panama",2008,"Central America","Americas",3498679,18,2.61,19225857623,77.3
"9010","Papua New Guinea",2008,"Melanesia","Oceania",6540267,52.7,4.07,4479545283,58.6
"9011","Paraguay",2008,"South America","Americas",6047131,21.7,3.06,9458532785,74
"9012","Peru",2008,"South America","Americas",28642048,18,2.58,84302372402,78.2
"9013","Philippines",2008,"South-Eastern Asia","Asia",90297115,25.9,3.26,118507880852,69.8
"9014","Poland",2008,"Eastern Europe","Europe",38525752,5.8,1.33,237742898868,75.4
"9015","Portugal",2008,"Southern Europe","Europe",10577458,3.3,1.36,126928507821,79.4
"9017","Qatar",2008,"Western Asia","Asia",1388962,8.1,2.2,43577112800,77.9
"9018","Romania",2008,"Eastern Europe","Europe",20741669,14,1.34,61198545647,73.2
"9019","Russia",2008,"Eastern Europe","Europe",143123163,11.6,1.49,432048331750,67.9
"9020","Rwanda",2008,"Eastern Africa","Africa",9750314,51.5,5.06,3211350571,64.1
"9021","St. Lucia",2008,"Caribbean","Americas",172729,14.5,2.01,895572648.6,74.1
"9022","St. Vincent and the Grenadines",2008,"Caribbean","Americas",109165,19,2.11,531422080.4,70.9
"9023","Samoa",2008,"Polynesia","Oceania",183440,16.1,4.43,328406851.8,72.3
"9024","Saudi Arabia",2008,"Western Asia","Asia",26742842,15.5,2.97,248933106154,78.3
"9025","Senegal",2008,"Western Africa","Africa",12229703,50,5.11,6569659707,63.5
"9026","Serbia",2008,"Southern Europe","Europe",9109535,7,1.41,8941244450,74.3
"9027","Seychelles",2008,"Eastern Africa","Africa",91634,12.2,2.28,708840351.3,72.9
"9028","Sierra Leone",2008,"Western Africa","Africa",5521838,116.2,5.13,1453557725,53.6
"9029","Singapore",2008,"South-Eastern Asia","Asia",4849641,2.2,1.28,145818948185,80.6
"9030","Slovak Republic",2008,"Eastern Europe","Europe",5396710,7.6,1.31,46203030728,74.9
"9031","Slovenia",2008,"Southern Europe","Europe",2030599,3,1.43,27967310657,78.7
"9032","Solomon Islands",2008,"Melanesia","Oceania",503410,27.3,4.36,582245809.6,62.3
"9033","South Africa",2008,"Southern Africa","Africa",50348811,46.6,2.54,185217195736,53.4
"9034","Spain",2008,"Southern Europe","Europe",45817016,4.2,1.42,740341770865,81.1
"9035","Sri Lanka",2008,"Southern Asia","Asia",19949553,10.2,2.32,24169041086,74
"9036","Sudan",2008,"Northern Africa","Africa",34470138,55.8,4.79,21013966787,65.5
"9037","Suriname",2008,"South America","Americas",506657,23.5,2.41,1339119703,70.2
"9038","Swaziland",2008,"Southern Africa","Africa",1153750,73.2,3.7,1851757910,45.1
"9039","Sweden",2008,"Northern Europe","Europe",9226333,2.6,1.92,302392423838,81.1
"9040","Switzerland",2008,"Western Europe","Europe",7646542,4,1.47,292452808698,82
"9041","Syria",2008,"Western Asia","Asia",20097057,14.2,3.17,28519111114,76.1
"9042","Tajikistan",2008,"Central Asia","Asia",7254072,47.4,3.7,1733997805,69.6
"9043","Tanzania",2008,"Eastern Africa","Africa",42844744,48.3,5.54,17592588002,60.4
"9044","Thailand",2008,"South-Eastern Asia","Asia",66453255,13.4,1.48,178059776977,73.9
"9045","Timor-Leste",2008,"South-Eastern Asia","Asia",1030915,57.8,6.48,389275332.2,69.9
"9046","Togo",2008,"Western Africa","Africa",6052937,62.5,4.88,1490639147,57.5
"9047","Tonga",2008,"Polynesia","Oceania",102816,14.6,4.01,211928828.5,70.3
"9048","Trinidad and Tobago",2008,"Caribbean","Americas",1315372,22.2,1.8,14587750785,71.7
"9049","Tunisia",2008,"Northern Africa","Africa",10408091,16.6,2.04,31228376126,76.8
"9050","Turkey",2008,"Western Asia","Asia",70344357,18.9,2.15,375074194705,77.8
"9051","Turkmenistan",2008,"Central Asia","Asia",4917541,53.2,2.48,8973871338,67.2
"9052","Uganda",2008,"Eastern Africa","Africa",31014427,55.4,6.34,11182997488,56
"9053","Ukraine",2008,"Eastern Europe","Europe",46028476,11.1,1.38,53572110088,67.8
"9054","United Arab Emirates",2008,"Western Asia","Asia",6900142,7.8,1.95,158726511689,75.6
