Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher	Image-URL-S	Image-URL-M	Image-URL-L
13018	0440137802	Hours to Cherish	Heather X. Graham	1984	Dell Publishing Company	http://images.amazon.com/images/P/0440137802.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440137802.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440137802.01.LZZZZZZZ.jpg	
13019	1551668645	Slow Burn	Heather Graham	2001	Mira	http://images.amazon.com/images/P/1551668645.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1551668645.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1551668645.01.LZZZZZZZ.jpg	
13020	0671899589	A Ruling Passion	Judith Michael	1994	Pocket	http://images.amazon.com/images/P/0671899589.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671899589.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671899589.01.LZZZZZZZ.jpg	
13021	0312965079	Her Secret Affair (Her Secret Affair)	Barbara Dawson Smith	1998	St. Martin's Paperbacks	http://images.amazon.com/images/P/0312965079.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0312965079.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0312965079.01.LZZZZZZZ.jpg	
13022	0786880953	The Reader's Companion: A Book Lover's Guide to the Most Important Books in Every Field of Knowledge As Chosen by the Experts	Fred Bratman	1995	Hyperion Books	http://images.amazon.com/images/P/0786880953.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0786880953.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0786880953.01.LZZZZZZZ.jpg	
13023	0391009052	Russian Intellectual History:  An Anthology	Marc Raeff	1966	Humanities Press Intl Inc	http://images.amazon.com/images/P/0391009052.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0391009052.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0391009052.01.LZZZZZZZ.jpg	
13024	0385469551	Braving the Elements: The Stormy History of American Weather	David Laskin	1996	Bantam Dell Pub Group	http://images.amazon.com/images/P/0385469551.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0385469551.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0385469551.01.LZZZZZZZ.jpg	
13025	0375409807	The Northern Lights: The True Story of the Man Who Unlocked the Secrets of the Aurora Borealis	Lucy Jago	2001	Alfred A. Knopf	http://images.amazon.com/images/P/0375409807.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375409807.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375409807.01.LZZZZZZZ.jpg	
13026	0671739794	Twin Of Fire	Jude Deveraux	1991	Pocket	http://images.amazon.com/images/P/0671739794.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671739794.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671739794.01.LZZZZZZZ.jpg	
13027	0380780755	Dancing at Midnight	Julia Quinn	2002	Avon	http://images.amazon.com/images/P/0380780755.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380780755.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380780755.01.LZZZZZZZ.jpg	
13028	0373833164	Merry Christmas Baby!	Susan Wiggs	1996	Harlequin	http://images.amazon.com/images/P/0373833164.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373833164.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373833164.01.LZZZZZZZ.jpg	
13029	0425157229	The Xibalba Murders: An Archeological Mystery (Archaeological Mysteries)	Lyn Hamilton	1997	Berkley Publishing Group	http://images.amazon.com/images/P/0425157229.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425157229.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425157229.01.LZZZZZZZ.jpg	
13030	0374148600	Ex Libris: Confessions of a Common Reader	Anne Fadiman	1998	Farrar Straus Giroux	http://images.amazon.com/images/P/0374148600.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0374148600.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0374148600.01.LZZZZZZZ.jpg	
13031	0380973928	Miracle on the Mountain: A True Tale of Faith and Survival	Mike Couillard	1998	Avon Books	http://images.amazon.com/images/P/0380973928.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380973928.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380973928.01.LZZZZZZZ.jpg	
13032	0385266332	The Crest of the Wave: Adventures in Oceanography	Willard Bascom	1990	Random House Inc	http://images.amazon.com/images/P/0385266332.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0385266332.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0385266332.01.LZZZZZZZ.jpg	
13033	0590997327	The Forgotten (Animorphs , No 11)	K. A. Applegate	1997	Scholastic	http://images.amazon.com/images/P/0590997327.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0590997327.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0590997327.01.LZZZZZZZ.jpg	
13034	0590282433	Godzilla (Godzilla (Movie Books))	H. B. Gilmour	1998	Scholastic	http://images.amazon.com/images/P/0590282433.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0590282433.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0590282433.01.LZZZZZZZ.jpg	
13035	0380722569	Bringing Nettie Back	Nancy Hope Wilson	1995	Harpercollins Juvenile Books	http://images.amazon.com/images/P/0380722569.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380722569.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380722569.01.LZZZZZZZ.jpg	
13036	0553266969	Incident at Hawk's Hill	Allan W. Eckert	1991	Starfire	http://images.amazon.com/images/P/0553266969.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553266969.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553266969.01.LZZZZZZZ.jpg	
13037	0965250245	Pretzel Logic: A Novel	Lisa Angowski Rogak Shaw	1999	Williams Hill Publishing	http://images.amazon.com/images/P/0965250245.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0965250245.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0965250245.01.LZZZZZZZ.jpg	
13038	0914440934	The Virginia One-Day Trip Book: From the Mountains to the Sea, Seven Geographic Centers Offer 101 Scenic and Historic Delights	Jane Ockershausen	1960	EPM Publications	http://images.amazon.com/images/P/0914440934.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0914440934.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0914440934.01.LZZZZZZZ.jpg	
13039	068485760X	The QUEEN'S BASTARD: A Novel	Robin Maxwell	2000	Touchstone	http://images.amazon.com/images/P/068485760X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/068485760X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/068485760X.01.LZZZZZZZ.jpg	
13040	0786004665	Moonlight and Mistletoe (Arabesque)	Bridget Anderson	1997	Pinnacle Books	http://images.amazon.com/images/P/0786004665.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0786004665.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0786004665.01.LZZZZZZZ.jpg	
13041	0425161854	Husband, Lover, Stranger (Husband, Lover, Stranger)	Suzanne Forster	1998	Berkley Publishing Group	http://images.amazon.com/images/P/0425161854.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425161854.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425161854.01.LZZZZZZZ.jpg	
13042	0373077165	Littlest Cowboy (The Texas Brand) (Silhouette Intimate Moments, No 716)	Maggie Shayne	1996	Silhouette	http://images.amazon.com/images/P/0373077165.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373077165.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373077165.01.LZZZZZZZ.jpg	
13043	0812509234	Alvin Journeyman (Tales of Alvin Maker, Book 4)	Orson Scott Card	1996	Tor Fantasy	http://images.amazon.com/images/P/0812509234.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812509234.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812509234.01.LZZZZZZZ.jpg	
13044	0449224406	Quick Red Fox	John D. MacDonald	1995	Fawcett Books	http://images.amazon.com/images/P/0449224406.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0449224406.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0449224406.01.LZZZZZZZ.jpg	
13045	0425163822	Silver and Guilt (Emma Rhodes Mysteries)	Cynthia Smith	1998	Prime Crime	http://images.amazon.com/images/P/0425163822.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425163822.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425163822.01.LZZZZZZZ.jpg	
13046	067943125X	I Took a Lickin' and Kept on Tickin' (And Now I Believe in Miracles)	LEWIS GRIZZARD	1993	Villard	http://images.amazon.com/images/P/067943125X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/067943125X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/067943125X.01.LZZZZZZZ.jpg	
13047	038076461X	Operation: Save the Teacher : Wednesday Night Match (Operation: save the teacher)	Meg Wolitzer	1993	Harpercollins Juvenile Books	http://images.amazon.com/images/P/038076461X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/038076461X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/038076461X.01.LZZZZZZZ.jpg	
13048	0671023020	SUMMER HORROR FEAR STREET COLLECTORS EDITION 6 : SUNBURN THE DEAD LIFEGUARD ONE EVIL SUMMER (Fear Street. Collector's Edition, No 6)	R.L. Stine	1998	Simon Pulse	http://images.amazon.com/images/P/0671023020.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671023020.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671023020.01.LZZZZZZZ.jpg	
13049	0679889604	The Berenstain Bears and Baby Makes Five (First Time Books)	Stan Berenstain	2000	Random House Children's Books	http://images.amazon.com/images/P/0679889604.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0679889604.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0679889604.01.LZZZZZZZ.jpg	
13050	0689847483	Twister's Big Break (Rocket Power)	Adam Beechen	2002	Simon Spotlight	http://images.amazon.com/images/P/0689847483.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0689847483.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0689847483.01.LZZZZZZZ.jpg	
13051	0689843631	A Friend for E.T. (E.T. the Extra Terrestrial)	Gail Herman	2002	Simon Spotlight	http://images.amazon.com/images/P/0689843631.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0689843631.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0689843631.01.LZZZZZZZ.jpg	
13052	0448431602	Tony Hawk, Andy Macdonald: Ride to the Top (All Aboard Reading. Station Stop 3)	Alice Dieterich	2003	Grosset &amp	 Dunlap	http://images.amazon.com/images/P/0448431602.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0448431602.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0448431602.01.LZZZZZZZ.jpg	
13053	0439564220	X-Traordinary X-Tremes (Ripley's Believe It Or Not!)	Mary Packard	2004	Scholastic	http://images.amazon.com/images/P/0439564220.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0439564220.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0439564220.01.LZZZZZZZ.jpg	
13054	0312962452	Medusa's Child	John J. Nance	1997	St. Martin's Press	http://images.amazon.com/images/P/0312962452.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0312962452.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0312962452.01.LZZZZZZZ.jpg	
13055	0446601861	All Fall Down	Lee Gruenfeld	1995	Warner Books	http://images.amazon.com/images/P/0446601861.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0446601861.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0446601861.01.LZZZZZZZ.jpg	
13056	0553153064	The Flying Carpet (Skylark Cyoa No 25)	Jim Razzi	1985	Yearling Books	http://images.amazon.com/images/P/0553153064.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553153064.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553153064.01.LZZZZZZZ.jpg	
13057	0515121827	The Deal	Sabin Willett	1997	Jove Books	http://images.amazon.com/images/P/0515121827.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0515121827.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0515121827.01.LZZZZZZZ.jpg	
13058	0373880294	Masquerade (Keepsake, No 29)	Janice Harrell	1988	Harlequin	http://images.amazon.com/images/P/0373880294.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373880294.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373880294.01.LZZZZZZZ.jpg	
13059	0440200172	Ninja Nightmare (Shadow Warrior, No 3)	Joseph Rosenberger	1988	Dell Publishing Company	http://images.amazon.com/images/P/0440200172.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440200172.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440200172.01.LZZZZZZZ.jpg	
13060	1560523131	Developing Positive Assertiveness (Fifty-Minute Series)	Sam R. Crisp, Michael Lloyd	1995	Crisp Publications	http://images.amazon.com/images/P/1560523131.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1560523131.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1560523131.01.LZZZZZZZ.jpg	
13061	0590423169	Nothing's Fair in Fifth Grade	Barthe DeClements	1988	Scholastic	http://images.amazon.com/images/P/0590423169.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0590423169.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0590423169.01.LZZZZZZZ.jpg	
13062	0394892798	The Missing Tooth (Step into Reading, Step 3)	Joanna Cole	1988	Random House Books for Young Readers	http://images.amazon.com/images/P/0394892798.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0394892798.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0394892798.01.LZZZZZZZ.jpg	
13063	0812550188	Ill Wind	Kevin J. Anderson	1998	Tor Books (Mm)	http://images.amazon.com/images/P/0812550188.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812550188.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812550188.01.LZZZZZZZ.jpg	
13064	0380705079	Run Before the Wind	Stuart Woods	1999	Avon	http://images.amazon.com/images/P/0380705079.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380705079.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380705079.01.LZZZZZZZ.jpg	
13065	0061020362	The Thief's Gamble (Tale of Einarinn)	Juliet E. McKenna	1999	Eos	http://images.amazon.com/images/P/0061020362.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0061020362.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0061020362.01.LZZZZZZZ.jpg	
13066	0486250334	Wizard of Oz Postcards in Full Color (Card Books)	Ted Menten	1986	Dover Publications	http://images.amazon.com/images/P/0486250334.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0486250334.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0486250334.01.LZZZZZZZ.jpg	
13067	0312423772	Shadow Baby (Today Show Book Club #14)	Alison McGhee	2003	Picador USA	http://images.amazon.com/images/P/0312423772.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0312423772.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0312423772.01.LZZZZZZZ.jpg	
13068	0060505664	The Warrior's Bond (Tale of Einarinn)	Juliet E. McKenna	2002	Eos	http://images.amazon.com/images/P/0060505664.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060505664.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060505664.01.LZZZZZZZ.jpg	
13069	0395971772	Beat This!: Cookbook	Ann Hodgman	1999	Houghton Mifflin Company	http://images.amazon.com/images/P/0395971772.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0395971772.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0395971772.01.LZZZZZZZ.jpg	
13070	0141001534	After Life	Rhian Ellis	2001	Penguin Books	http://images.amazon.com/images/P/0141001534.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0141001534.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0141001534.01.LZZZZZZZ.jpg	
13071	0877423245	Heave Ho: My Little Green Book of Seasickness	Charles Mazel	1992	McGraw-Hill	http://images.amazon.com/images/P/0877423245.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0877423245.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0877423245.01.LZZZZZZZ.jpg	
13072	0446610534	The Destiny	Kathleen Givens	2003	Warner Forever	http://images.amazon.com/images/P/0446610534.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0446610534.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0446610534.01.LZZZZZZZ.jpg	
13073	0425186369	Death on the Downs	Simon Brett	2002	Berkley Publishing Group	http://images.amazon.com/images/P/0425186369.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425186369.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425186369.01.LZZZZZZZ.jpg	
13074	0060521848	Angus, Thongs and Full-Frontal Snogging (rack) : Confessions of Georgia Nicolson (Confessions of Georgia Nicolson)	Louise Rennison	2003	Avon	http://images.amazon.com/images/P/0060521848.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060521848.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060521848.01.LZZZZZZZ.jpg	
13075	0373263341	Throw Darts At A Cheesecake (Worldwide Library Mysteries)	Denise Dietz	1999	Worldwide Library	http://images.amazon.com/images/P/0373263341.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373263341.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373263341.01.LZZZZZZZ.jpg	
13076	1555912400	Biblioholism: The Literary Addiction	Tom Raabe	2001	Fulcrum Publishing	http://images.amazon.com/images/P/1555912400.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1555912400.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1555912400.01.LZZZZZZZ.jpg	
13077	0925279730	Benjamin Rush	David Barton	1999	Wallbuilders Press	http://images.amazon.com/images/P/0925279730.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0925279730.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0925279730.01.LZZZZZZZ.jpg	
13078	055380202X	The Universe in a Nutshell	S. W. Hawking	2001	Bantam	http://images.amazon.com/images/P/055380202X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/055380202X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/055380202X.01.LZZZZZZZ.jpg	
13079	1570541019	Smoothies: 22 Frosty Fruit Drinks	Anne Akers Johnson	1997	Klutz Press	http://images.amazon.com/images/P/1570541019.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1570541019.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1570541019.01.LZZZZZZZ.jpg	
13080	0674463676	Invention by Design: How Engineers Get from Thought to Thing	Henry Petroski	1996	I B S Books Stocked	http://images.amazon.com/images/P/0674463676.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0674463676.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0674463676.01.LZZZZZZZ.jpg	
13081	0590360337	Stay True: Short Stories for Strong Girls (Apple Signature)	Marilyn Singer	1999	Scholastic	http://images.amazon.com/images/P/0590360337.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0590360337.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0590360337.01.LZZZZZZZ.jpg	
13082	0679432965	My American Journey: An Autobiography	COLIN L. POWELL	1995	Random House	http://images.amazon.com/images/P/0679432965.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0679432965.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0679432965.01.LZZZZZZZ.jpg	
13083	0671002007	Echoes (Star Trek Voyager, No 15)	Dean Wesley Smith	1998	Star Trek	http://images.amazon.com/images/P/0671002007.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671002007.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671002007.01.LZZZZZZZ.jpg	
13084	1577150287	The Aperitif Companion: A Connoisseur's Guide to the World of Aperitifs	Andrew Jones	1998	Knickerbocker Press	http://images.amazon.com/images/P/1577150287.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1577150287.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1577150287.01.LZZZZZZZ.jpg	
13085	0027657108	Night Dive	Ann McGovern	1984	MacMillan Publishing Company.	http://images.amazon.com/images/P/0027657108.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0027657108.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0027657108.01.LZZZZZZZ.jpg	
13086	0671015680	All That I Am	Susan Oudot	1999	Simon &amp	 Schuster (Trade Division)	http://images.amazon.com/images/P/0671015680.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671015680.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671015680.01.LZZZZZZZ.jpg	
13087	0817404651	Total Picture Control.	Andreas, Feininger	1970	Watson-Guptill Pubns	http://images.amazon.com/images/P/0817404651.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0817404651.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0817404651.01.LZZZZZZZ.jpg	
13088	0679733957	Homeboy (Vintage Contemporaries)	Seth Morgan	1991	Vintage Books USA	http://images.amazon.com/images/P/0679733957.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0679733957.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0679733957.01.LZZZZZZZ.jpg	
13089	0670809128	Demon Box	Ken Kesey	1986	Penguin USA	http://images.amazon.com/images/P/0670809128.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0670809128.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0670809128.01.LZZZZZZZ.jpg	
